Category,Region,Subject
Historical event,"South America, Central America and the Caribbean",1993 – Pablo Escobar killed by the Colombian National Police
Historical event,"South America, Central America and the Caribbean","1545 – Silver discovered at Potosí (Bolivia), fueling a world silver economy."
Historical event,"South America, Central America and the Caribbean",1549 – Portuguese crown consolidates Brazil with capital at Salvador.
Historical event,"South America, Central America and the Caribbean",1565 – Rio de Janeiro founded by Estácio de Sá (Brazil).
Historical event,"South America, Central America and the Caribbean",1572 – Túpac Amaru I executed in Cuzco (Peru).
Historical event,"South America, Central America and the Caribbean",1584 – First printing press in South America works in Lima.
Historical event,"South America, Central America and the Caribbean",1600 – Huaynaputina eruption causes climate shocks (Peru).
Historical event,"South America, Central America and the Caribbean",1609–1767 – Jesuit-Guaraní reductions flourish (Paraguay–Argentina–Brazil).
Historical event,"South America, Central America and the Caribbean",1655 – England captures Jamaica from Spain.
Historical event,"South America, Central America and the Caribbean",1671 – Henry Morgan sacks Panama City.
Historical event,"South America, Central America and the Caribbean",1721–1735 – Comunero Revolt in Paraguay challenges colonial rule.
Historical event,"South America, Central America and the Caribbean",1733 – St. John slave uprising in the Danish West Indies (Caribbean).
Historical event,"South America, Central America and the Caribbean",1749 – Port-au-Prince founded in Saint-Domingue (Haiti).
Historical event,"South America, Central America and the Caribbean",1762–1763 – British occupation of Havana reshapes Caribbean geopolitics.
Historical event,"South America, Central America and the Caribbean",1767 – Expulsion of Jesuits from Spanish America shutters missions across the region.
Historical event,"South America, Central America and the Caribbean",1776 – Viceroyalty of the Río de la Plata created (Buenos Aires).
Historical event,"South America, Central America and the Caribbean",1780–1783 – Túpac Amaru II rebellion mobilizes anti-colonial resistance (Peru/Upper Peru).
Historical event,"South America, Central America and the Caribbean","1781 – Comunero Revolt erupts in Socorro, New Granada (Colombia)."
Historical event,"South America, Central America and the Caribbean",1791 – Bois Caïman ceremony sparks the Haitian Revolution (Saint-Domingue).
Historical event,"South America, Central America and the Caribbean",1793 – Slavery abolished in Saint-Domingue by Commissioner Sonthonax (Cap-Français).
Historical event,"South America, Central America and the Caribbean",1795 – Treaty of Basel transfers Santo Domingo to France.
Historical event,"South America, Central America and the Caribbean",1797 – Garifuna exiled from St. Vincent to Roatán (Honduras).
Historical event,"South America, Central America and the Caribbean",1797 – British capture Trinidad from Spain (Caribbean).
Historical event,"South America, Central America and the Caribbean",1798 – Battle of St. George’s Caye consolidates British control in Belize waters.
Historical event,"South America, Central America and the Caribbean",1804 – Haitian independence declared at Gonaïves—the first Black republic.
Historical event,"South America, Central America and the Caribbean",1806 – Francisco de Miranda’s failed Venezuelan expedition lands at La Vela de Coro.
Historical event,"South America, Central America and the Caribbean",1808 – Portuguese royal court relocates to Rio de Janeiro (Brazil).
Historical event,"South America, Central America and the Caribbean",1809 – Quito issues the first cry for independence (Ecuador).
Historical event,"South America, Central America and the Caribbean",1810 – May Revolution in Buenos Aires launches independence (Argentina).
Historical event,"South America, Central America and the Caribbean",1940 – Leon Trotsky assassinated (Mexico)
Historical event,"South America, Central America and the Caribbean",1811 – Paraguay declares independence (Asunción).
Historical event,"South America, Central America and the Caribbean",1811 – Venezuela declares independence (Caracas).
Historical event,"South America, Central America and the Caribbean",1812 – Caracas earthquake devastates the city amid the independence war.
Historical event,"South America, Central America and the Caribbean",1813 – Bolívar’s Admirable Campaign liberates western Venezuela.
Historical event,"South America, Central America and the Caribbean",1816 – Congress of Tucumán declares Argentina independent.
Historical event,"South America, Central America and the Caribbean",1817 – Crossing of the Andes; victory at Chacabuco (Chile).
Historical event,"South America, Central America and the Caribbean",1818 – Battle of Maipú consolidates Chilean independence.
Historical event,"South America, Central America and the Caribbean",1819 – Battle of Boyacá secures New Granada’s independence (Colombia).
Historical event,"South America, Central America and the Caribbean",1821 – Battle of Carabobo secures Venezuelan independence.
Historical event,"South America, Central America and the Caribbean","1821 – Panama declares independence from Spain, joins Gran Colombia."
Historical event,"South America, Central America and the Caribbean",1821 – San Martín proclaims Peru’s independence in Lima.
Historical event,"South America, Central America and the Caribbean",1822 – Cry of Ipiranga proclaims Brazil’s independence (São Paulo).
Historical event,"South America, Central America and the Caribbean",1822 – Guayaquil Conference between San Martín and Bolívar (Ecuador).
Historical event,"South America, Central America and the Caribbean",1824 – Battle of Ayacucho ends Spanish rule in mainland South America (Peru).
Historical event,"South America, Central America and the Caribbean",1825 – Bolivia proclaims independence at Sucre.
Historical event,"South America, Central America and the Caribbean",1826 – Congress of Panama convenes for hemispheric unity (Panama City).
Historical event,"South America, Central America and the Caribbean","1830 – Gran Colombia dissolves into Venezuela, New Granada (Colombia), and Ecuador."
Historical event,"South America, Central America and the Caribbean",1850s–1890s – Amazon rubber boom transforms Manaus and Iquitos.
Historical event,"South America, Central America and the Caribbean",1864–1870 – War of the Triple Alliance devastates Paraguay.
Historical event,"South America, Central America and the Caribbean",1868 – Grito de Yara ignites Cuba’s Ten Years’ War.
Historical event,"South America, Central America and the Caribbean",1871 – Brazil’s Law of the Free Womb frees children born to enslaved mothers.
Historical event,"South America, Central America and the Caribbean",1873 – Slavery abolished in Puerto Rico.
Historical event,"South America, Central America and the Caribbean",1879–1884 – War of the Pacific; Chile defeats Peru and Bolivia.
Historical event,"South America, Central America and the Caribbean",1886 – Slavery abolished in Cuba.
Historical event,"South America, Central America and the Caribbean",1888 – Lei Áurea abolishes slavery in Brazil.
Historical event,"South America, Central America and the Caribbean",1889 – Proclamation of the Republic in Brazil.
Historical event,"South America, Central America and the Caribbean",1891 – Chilean Civil War ushers in a parliamentary republic.
Historical event,"South America, Central America and the Caribbean",1895–1898 – Cuban War of Independence.
Historical event,"South America, Central America and the Caribbean",1898 – Spanish–American War ends Spanish rule in Cuba and Puerto Rico.
Historical event,"South America, Central America and the Caribbean",1902 – Republic of Cuba formally established.
Historical event,"South America, Central America and the Caribbean",1903 – Panama secedes from Colombia.
Historical event,"South America, Central America and the Caribbean",1904–1914 – Panama Canal constructed; opens in 1914.
Historical event,"South America, Central America and the Caribbean",1912–1933 – U.S. occupation of Nicaragua.
Historical event,"South America, Central America and the Caribbean",1914 – Mene Grande oil well inaugurates Venezuela’s oil era.
Historical event,"South America, Central America and the Caribbean",1918 – Córdoba University Reform spreads from Argentina.
Historical event,"South America, Central America and the Caribbean",1922 – Semana de Arte Moderna in São Paulo ignites Brazilian modernism.
Historical event,"South America, Central America and the Caribbean",1937 – Parsley Massacre on the Haiti–Dominican Republic border.
Historical event,"South America, Central America and the Caribbean",1948 – Assassination of Gaitán triggers the Bogotazo (Colombia).
Historical event,"South America, Central America and the Caribbean","1936 – Diego Rivera exhibits in South America, inspiring local artistic movements."
Historical event,"South America, Central America and the Caribbean",1949 – Costa Rica abolishes its army and adopts a new constitution.
Historical event,"South America, Central America and the Caribbean",1950 – “Maracanazo”: Uruguay defeats Brazil in the FIFA World Cup.
Historical event,"South America, Central America and the Caribbean",1952 – Puerto Rico becomes a U.S. Commonwealth.
Historical event,"South America, Central America and the Caribbean",1952 – Bolivian National Revolution brings universal suffrage and mine nationalization.
Historical event,"South America, Central America and the Caribbean",1954 – Coup in Guatemala ousts President Jacobo Árbenz.
Historical event,"South America, Central America and the Caribbean",1959 – Cuban Revolution triumphs; Batista flees Havana.
Historical event,"South America, Central America and the Caribbean",1961 – Bay of Pigs invasion fails.
Historical event,"South America, Central America and the Caribbean",1962 – Cuban Missile Crisis centers on Cuba.
Historical event,"South America, Central America and the Caribbean",1962 – Jamaica and Trinidad & Tobago gain independence.
Historical event,"South America, Central America and the Caribbean",1963 – Arecibo Observatory opens in Puerto Rico.
Historical event,"South America, Central America and the Caribbean",1964 – Military coup in Brazil installs dictatorship.
Historical event,"South America, Central America and the Caribbean",1967 – Publication of “Cien años de soledad” fuels the Latin American Boom.
Historical event,"South America, Central America and the Caribbean",1970 – Salvador Allende elected president of Chile.
Historical event,"South America, Central America and the Caribbean",1959 – Bossa nova launches internationally with João Gilberto’s Chega de Saudade (Brazil).
Historical event,"South America, Central America and the Caribbean",1973 – Coup overthrows Allende.
Historical event,"South America, Central America and the Caribbean",1973 – Treaty of Chaguaramas establishes CARICOM.
Historical event,"South America, Central America and the Caribbean",1975 – Operation Condor coordinates repression in the Southern Cone.
Historical event,"South America, Central America and the Caribbean",1975 – Suriname gains independence.
Historical event,"South America, Central America and the Caribbean",1976 – Military coup in Argentina; “Dirty War.”
Historical event,"South America, Central America and the Caribbean",1977 – Torrijos–Carter Treaties schedule Panama Canal transfer.
Historical event,"South America, Central America and the Caribbean",1978 – One Love Peace Concert in Kingston; Bob Marley’s handshake.
Historical event,"South America, Central America and the Caribbean",1979 – Sandinista Revolution triumphs in Nicaragua.
Historical event,"South America, Central America and the Caribbean",1979 – San Juan hosts Pan American Games.
Historical event,"South America, Central America and the Caribbean",1980 – Archbishop Óscar Romero assassinated in El Salvador.
Historical event,"South America, Central America and the Caribbean",1981 – Belize achieves independence.
Historical event,"South America, Central America and the Caribbean",1982 – Falklands/Malvinas War.
Historical event,"South America, Central America and the Caribbean",1983 – Democratic transition in Argentina.
Historical event,"South America, Central America and the Caribbean",1983 – U.S.-led invasion of Grenada.
Historical event,"South America, Central America and the Caribbean",1969 – First heart transplant in Latin America performed in Argentina.
Historical event,"South America, Central America and the Caribbean",1987 – Esquipulas II Peace Agreement (Guatemala City).
Historical event,"South America, Central America and the Caribbean",1988 – Chile’s “No” plebiscite ends Pinochet rule.
Historical event,"South America, Central America and the Caribbean",1989 – U.S. invasion of Panama.
Historical event,"South America, Central America and the Caribbean",1990 – Violeta Chamorro elected in Nicaragua.
Historical event,"South America, Central America and the Caribbean",1991 – MERCOSUR founded (Paraguay).
Historical event,"South America, Central America and the Caribbean","1785 – First newspaper in the Caribbean, La Gaceta de La Habana, printed in Cuba."
Historical event,"South America, Central America and the Caribbean",1991 – Havana hosts the Pan American Games.
Historical event,"South America, Central America and the Caribbean",1992 – Fujimori’s autogolpe dissolves Peru’s Congress.
Historical event,"South America, Central America and the Caribbean",1900 – Carlos Finlay’s research in Cuba identifies the mosquito as vector of yellow fever.
Historical event,"South America, Central America and the Caribbean",1998 – Hugo Chávez elected president of Venezuela.
Historical event,"South America, Central America and the Caribbean","1992 – Oscar Niemeyer designs Brasília’s Cathedral, cementing modernist legacy."
Historical event,"South America, Central America and the Caribbean",1999 – Panama Canal fully transferred to Panama.
Historical event,"South America, Central America and the Caribbean",2001 – World Social Forum convenes in Porto Alegre.
Historical event,"South America, Central America and the Caribbean",2014 – Lava Jato scandal erupts in Brazil.
Historical event,"South America, Central America and the Caribbean",2016 – Colombia signs peace accord with FARC.
Historical event,"South America, Central America and the Caribbean",2010 – Haiti earthquake devastates Port-au-Prince.
Historical event,"South America, Central America and the Caribbean",2004 – Haiti’s President Aristide ousted.
Historical event,"South America, Central America and the Caribbean",2007 – West Indies host Cricket World Cup.
Historical event,Asia,"Domestication & agriculture in the Fertile Crescent — c. 10,000–8,000 BCE"
Historical event,Asia,Çatalhöyük urban settlement (Anatolia) — c. 7500–5700 BCE
Historical event,Asia,Mehrgarh Neolithic culture (South Asia) — c. 7000–2500 BCE
Historical event,Asia,Rise of the Indus Valley Civilization — c. 3300–1300 BCE
Historical event,Asia,"Mature Harappan urban phase (Harappa, Mohenjo-daro) — c. 2600–1900 BCE"
Historical event,Asia,Sumerian cuneiform writing emerges — c. 3200–3000 BCE
Historical event,Asia,Akkadian Empire of Sargon — c. 2334–2154 BCE
Historical event,Asia,Epic of Gilgamesh compiled — c. 2100–1200 BCE
Historical event,Asia,Code of Hammurabi (Babylon) — c. 1754 BCE
Historical event,Asia,Hittite Empire in Anatolia — c. 1600–1178 BCE
Historical event,Asia,Shang Dynasty in China — c. 1600–1046 BCE
Historical event,Asia,Oracle bone inscriptions (late Shang) — c. 1200 BCE
Historical event,Asia,Vedic period in South Asia — c. 1500–500 BCE
Historical event,Asia,Zhou Dynasty established in China — 1046 BCE
Historical event,Asia,Mandate of Heaven articulated — c. 1046–770 BCE
Historical event,Asia,Life of Confucius — 551–479 BCE
Historical event,Asia,Buddha’s life and teaching (Siddhartha Gautama) — c. 563–483 BCE
Historical event,Asia,Cyrus the Great founds the Achaemenid Empire — 550 BCE
Historical event,Asia,Cyrus captures Babylon — 539 BCE
Historical event,Asia,Achaemenid Royal Road system — 5th century BCE
Historical event,Asia,Pāṇini composes the Aṣṭādhyāyī (Sanskrit grammar) — c. 4th century BCE
Historical event,Asia,Dao De Jing compiled — c. 4th–3rd century BCE
Historical event,Asia,Battle of Gaugamela (Alexander defeats Darius III) — 331 BCE
Historical event,Asia,Seleucid–Mauryan treaty (Chandragupta & Seleucus I) — 305 BCE
Historical event,Asia,Maurya Empire founded — 321 BCE
Historical event,Asia,Third Buddhist Council under Ashoka — c. 250 BCE
Historical event,Asia,Ashoka’s rock & pillar edicts — c. 260–232 BCE
Historical event,Asia,Qin unifies China — 221 BCE
Historical event,Asia,Terracotta Army interred at Qin Shi Huang’s mausoleum — 210–209 BCE
Historical event,Asia,Xiongnu confederation formed — 209 BCE
Historical event,Asia,Han Dynasty established — 206 BCE
Historical event,Asia,Silk Road networks open — 2nd century BCE–14th century CE
Historical event,Asia,Parthian Empire dominates Iran — 247 BCE–224 CE
Historical event,Asia,Greco-Bactrian & Indo-Greek kingdoms — c. 256–100 BCE
Historical event,Asia,Yayoi period brings wet-rice agriculture to Japan — c. 300 BCE–300 CE
Historical event,Asia,Kushan Empire fosters trans-Eurasian Buddhism — c. 30–375 CE
Historical event,Asia,Zhang Heng invents the seismoscope — 132 CE
Historical event,Asia,"Invention of paper (Cai Lun, Eastern Han) — 105 CE"
Historical event,Asia,Gupta Empire in India — c. 320–550 CE
Historical event,Asia,Aryabhata composes Āryabhaṭīya — 499 CE
Historical event,Asia,Sui Dynasty reunifies China — 581–618
Historical event,Asia,Grand Canal expansion under Sui — 605–609
Historical event,Asia,Tang Dynasty — 618–907
Historical event,Asia,Nara period in Japan — 710–794
Historical event,Asia,Battle of Talas (Abbasids vs Tang) — 751
Historical event,Asia,Great Buddha (Tōdai-ji) consecrated — 752
Historical event,Asia,Heian period in Japan — 794–1185
Historical event,Asia,Borobudur completed (Java) — c. 800
Historical event,Asia,Abbasid House of Wisdom flourishing — 9th century
Historical event,Asia,Al-Khwarizmi writes al-jabr — c. 820
Historical event,Asia,Tibetan Empire–Tang Peace Treaty — 821–823
Historical event,Asia,Diamond Sutra woodblock printed — 868
Historical event,Asia,Unified Silla in Korea — 668–935
Historical event,Asia,Goryeo Dynasty in Korea — 918–1392
Historical event,Asia,Liao Dynasty (Khitan) — 916–1125
Historical event,Asia,Song Dynasty — 960–1279
Historical event,Asia,Seljuk Empire — 1037–1194
Historical event,Asia,Ghaznavid Empire under Mahmud — 997–1030
Historical event,Asia,Chola naval expedition to Srivijaya — 1025
Historical event,Asia,Bi Sheng invents ceramic movable type — c. 1040s
Historical event,Asia,Shen Kuo describes the true-north magnetic compass — 1088
Historical event,Asia,Khmer Empire builds Angkor Wat — c. 1113–1150
Historical event,Asia,Karakhanid conversion to Islam — 10th–11th centuries
Historical event,Asia,Jurchen Jin Dynasty — 1115–1234
Historical event,Asia,Mongol Empire founded by Genghis Khan — 1206
Historical event,Asia,Sack of Baghdad by Mongols — 1258
Historical event,Asia,Ilkhanate established in Iran — 1256–1335
Historical event,Asia,Battle of Ain Jalut (Mamluks halt Mongols) — 1260
Historical event,Asia,Yuan Dynasty in China — 1271–1368
Historical event,Asia,Marco Polo’s travels in Asia — 1271–1295
Historical event,Asia,Red Turban Rebellion — 1351–1368
Historical event,Asia,Ming Dynasty founded — 1368
Historical event,Asia,Timurid conquests & Samarkand renaissance — 14th–15th centuries
Historical event,Asia,Joseon Dynasty established — 1392–1897
Historical event,Asia,Jikji printed with metal movable type (Korea) — 1377
Historical event,Asia,Timur sacks Delhi — 1398
Historical event,Asia,Zheng He’s treasure voyages — 1405–1433
Historical event,Asia,Ashikaga (Muromachi) Shogunate in Japan — 1336–1573
Historical event,Asia,Kamakura Shogunate — 1192–1333
Historical event,Asia,Majapahit Empire peak — c. 1350
Historical event,Asia,Malacca Sultanate founded — c. 1400
Historical event,Asia,Sejong promulgates Hangul — 1446
Historical event,Asia,Battle of Ankara (Timur defeats Ottomans) — 1402
Historical event,Asia,Pax Mongolica facilitates Eurasian trade — 13th–14th centuries
Historical event,Asia,Spread of Sufism across South Asia — 12th–16th centuries
Historical event,Asia,Bhakti devotional movement expands — 8th–17th centuries
Historical event,Asia,Pax Sinica under early Tang — 7th–8th centuries
Historical event,Asia,Dali Kingdom in Yunnan — 937–1253
Historical event,Asia,Uyghur Khaganate — 744–840
Historical event,Asia,Kara-Khitai (Western Liao) — 1124–1218
Historical event,Asia,Safavid Empire in Iran — 1501–1736
Historical event,Asia,Ottoman conquest of the Hejaz — 1517
Historical event,Asia,Portuguese capture Malacca — 1511
Historical event,Asia,Mughal Empire founded by Babur — 1526
Historical event,Asia,Spanish colonization of the Philippines begins (Legazpi) — 1565
Historical event,Asia,Reign of Akbar the Great — 1556–1605
Historical event,Asia,Sikh Khalsa inaugurated by Guru Gobind Singh — 1699
Historical event,Asia,Construction of the Taj Mahal — 1632–1653
Historical event,Asia,Tokugawa Shogunate (Edo period) — 1603–1868
Historical event,Asia,Battle of Sekigahara — 1600
Historical event,Asia,Sakoku isolation edicts (Japan) — 1635
Historical event,Asia,Shimabara Rebellion (Japan) — 1637–1638
Historical event,Asia,British East India Company chartered — 1600
Historical event,Asia,Dutch East India Company (VOC) founded — 1602
Historical event,Asia,Fall of Ming; Qing Dynasty established — 1644
Historical event,Asia,Russian Cossacks reach the Pacific — 1639
Historical event,Asia,Treaty of Nerchinsk (Qing–Russia) — 1689
Historical event,Asia,Kangxi Emperor’s reign — 1661–1722
Historical event,Asia,Nader Shah sacks Delhi — 1739
Historical event,Asia,Third Battle of Panipat (Marathas vs Afghans) — 1761
Historical event,Asia,Battle of Plassey (British EIC vs Bengal) — 1757
Historical event,Asia,Qing subjugation of the Dzungars (Xinjiang) — 1755–1758
Historical event,Asia,Qing annexes Taiwan (Kingdom of Tungning) — 1683
Historical event,Asia,Treaty of Zuhab (Ottoman–Safavid border) — 1639
Historical event,Asia,First Saudi State established (Diriyah Pact) — 1744
Historical event,Asia,Founding of Batavia (Jakarta) by the Dutch — 1619
Historical event,Asia,Malacca falls to the Dutch — 1641
Historical event,Asia,Burmese sack of Ayutthaya — 1767
Historical event,Asia,Tây Sơn Rebellion (Vietnam) — 1771–1802
Historical event,Asia,Unification of Nepal under Prithvi Narayan Shah — 1743–1768
Historical event,Asia,Treaty of Kyakhta (Qing–Russia) — 1727
Historical event,Asia,Kangxi’s Edict of Toleration for Christians — 1692
Historical event,Asia,Coffee controversy & ban in Mecca — 1511
Historical event,Asia,Dutch take Ceylon (Sri Lanka) from Portugal — 1658
Historical event,Asia,Macartney Embassy to China — 1793
Historical event,Asia,First Anglo-Afghan War — 1839–1842
Historical event,Asia,First Opium War — 1839–1842
Historical event,Asia,Treaty of Nanjing — 1842
Historical event,Asia,Taiping Rebellion — 1850–1864
Historical event,Asia,Indian Rebellion (Sepoy Uprising) — 1857
Historical event,Asia,British Raj formally established — 1858
Historical event,Asia,Second Opium War — 1856–1860
Historical event,Asia,Meiji Restoration — 1868
Historical event,Asia,Boshin War — 1868–1869
Historical event,Asia,Iwakura Mission — 1871–1873
Historical event,Asia,Haitōrei (ban on swords; end of samurai privilege) — 1876
Historical event,Asia,Satsuma Rebellion — 1877
Historical event,Asia,Bowring Treaty with Siam — 1855
Historical event,Asia,French protectorate over Cambodia — 1863
Historical event,Asia,Annexation of Burma by Britain (Third Anglo-Burmese War) — 1885–1886
Historical event,Asia,First Sino-Japanese War — 1894–1895
Historical event,Asia,Treaty of Shimonoseki — 1895
Historical event,Asia,Joseon Gabo Reform — 1894–1896
Historical event,Asia,Donghak (Gabo) Peasant Revolution — 1894
Historical event,Asia,Korean Empire proclaimed — 1897
Historical event,Asia,Spanish–American War: Battle of Manila Bay — 1898
Historical event,Asia,Philippine Revolution — 1896–1898
Historical event,Asia,Philippine–American War — 1899–1902
Historical event,Asia,Trans-Siberian Railway construction begins — 1891
Historical event,Asia,Baku oil boom — 1870s–1900s
Historical event,Asia,Great Famine of 1876–1878 (India) — 1876–1878
Historical event,Asia,Indian National Congress founded — 1885
Historical event,Asia,Sino-French War (Tonkin) — 1884–1885
Historical event,Asia,Treaty of Tientsin (Tianjin) — 1858
Historical event,Asia,Treaty of Saint Petersburg (Sakhalin–Kuril exchange) — 1875
Historical event,Asia,Ryukyu annexed as Okinawa Prefecture — 1879
Historical event,Asia,Meiji Constitution promulgated — 1889
Historical event,Asia,French capture of Hanoi — 1882–1883
Historical event,Asia,Tokyo Imperial University established — 1877
Historical event,Asia,Boxer Rebellion — 1899–1901
Historical event,Asia,Russo-Japanese War — 1904–1905
Historical event,Asia,Persian Constitutional Revolution — 1905–1911
Historical event,Asia,Xinhai Revolution overthrows Qing — 1911
Historical event,Asia,Republic of China proclaimed — 1912
Historical event,Asia,Armenian Genocide — 1915–1917
Historical event,Asia,May Fourth Movement — 1919
Historical event,Asia,British Mandate for Palestine — 1920
Historical event,Asia,Japanese invasion of Manchuria — 1931
Historical event,Asia,Kingdom of Saudi Arabia founded — 1932
Historical event,Asia,Long March — 1934–1935
Historical event,Asia,Nanjing Massacre — 1937–1938
Historical event,Asia,Second Sino-Japanese War — 1937–1945
Historical event,Asia,Quit India Movement — 1942
Historical event,Asia,Atomic bombings of Hiroshima & Nagasaki — 1945
Historical event,Asia,Indonesian Proclamation of Independence — 1945
Historical event,Asia,Partition of India & Pakistan — 1947
Historical event,Asia,State of Israel established; First Arab–Israeli War — 1948–1949
Historical event,Asia,People’s Republic of China founded — 1949
Historical event,Asia,Korean War — 1950–1953
Historical event,Asia,Asian Games inaugurated (New Delhi) — 1951
Historical event,Asia,Bandung Conference (Afro-Asian solidarity) — 1955
Historical event,Asia,Vietnam War — 1955–1975
Historical event,Asia,Great Leap Forward — 1958–1962
Historical event,Asia,OPEC founded in Baghdad — 1960
Historical event,Asia,Sino-Indian War — 1962
Historical event,Asia,Cultural Revolution — 1966–1976
Historical event,Asia,ASEAN founded (Bangkok) — 1967
Historical event,Asia,Bangladesh Liberation War — 1971
Historical event,Asia,India’s first nuclear test (Smiling Buddha) — 1974
Historical event,Asia,Iranian Revolution — 1979
Historical event,Asia,China joins the World Trade Organization — 2001
Historical event,Asia,FIFA World Cup co-hosted in Asia (Japan & South Korea) — 2002
Historical event,Asia,Indian Ocean earthquake & tsunami — 2004
Historical event,Asia,Beijing Olympics — 2008
Historical event,Asia,Sichuan earthquake — 2008
Historical event,Asia,Tōhoku earthquake & Fukushima nuclear disaster — 2011
Historical event,Asia,Hong Kong protests — 2019
Historical event,Asia,COVID-19 outbreak detected in Wuhan — 2019
Historical event,Asia,Parasite (South Korea) wins Best Picture at the Oscars — 2020
Historical event,Asia,India’s Chandrayaan-3 lands near the lunar south pole — 2023
Historical event,North America excluding the Caribbean,"c. 13,000–11,000 BCE – Clovis culture spreads across North America."
Historical event,North America excluding the Caribbean,"c. 10,500–8,000 BCE – Folsom and Plano traditions develop on the Great Plains."
Historical event,North America excluding the Caribbean,"c. 7000–5000 BCE – Squash domesticated in Mesoamerica, early agriculture begins."
Historical event,North America excluding the Caribbean,c. 5000–4000 BCE – Maize domesticated in southern Mexico (Tehuacán valley).
Historical event,North America excluding the Caribbean,c. 3500–2500 BCE – Permanent villages emerge in the Valley of Oaxaca.
Historical event,North America excluding the Caribbean,c. 2500–1200 BCE – San Lorenzo (Olmec) flourishes on Mexico’s Gulf Coast.
Historical event,North America excluding the Caribbean,c. 1500–1000 BCE – Poverty Point earthworks constructed (Louisiana).
Historical event,North America excluding the Caribbean,c. 1200–400 BCE – La Venta (Olmec) reaches its peak influence (Mexico).
Historical event,North America excluding the Caribbean,c. 1000–200 BCE – Adena culture builds conical mounds (Ohio Valley).
Historical event,North America excluding the Caribbean,"c. 500 BCE – Monte Albán (Zapotec) is founded (Oaxaca, Mexico)."
Historical event,North America excluding the Caribbean,36 BCE – Earliest known Maya Long Count date carved at Chiapa de Corzo (Mexico).
Historical event,North America excluding the Caribbean,c. 200 BCE–500 CE – Hopewell exchange network links Eastern Woodlands.
Historical event,North America excluding the Caribbean,c. 100–550 CE – Teotihuacan rises as a metropolis in central Mexico.
Historical event,North America excluding the Caribbean,"c. 250–900 – Classic Maya civilization flourishes (Tikal, Palenque, Copán, Calakmul)."
Historical event,North America excluding the Caribbean,c. 700–1100 – Great houses and roads built at Chaco Canyon (New Mexico).
Historical event,North America excluding the Caribbean,c. 800–1600 – Mississippian chiefdoms dominate the Southeast; platform mounds proliferate.
Historical event,North America excluding the Caribbean,c. 1050–1350 – Cahokia reaches urban peak; Monks Mound expanded (Illinois).
Historical event,North America excluding the Caribbean,c. 1100–1300 – Mimbres Classic pottery tradition thrives (southwest U.S.).
Historical event,North America excluding the Caribbean,986 – Norse colonization of Greenland begins under Erik the Red.
Historical event,North America excluding the Caribbean,c. 1000 – Norse establish L’Anse aux Meadows settlement (Newfoundland).
Historical event,North America excluding the Caribbean,c. 1200–1521 – Tarascan (Purépecha) Empire consolidates in Michoacán (Mexico).
Historical event,North America excluding the Caribbean,"c. 900–1200 – Toltec ascendancy centered at Tula (Hidalgo, Mexico)."
Historical event,North America excluding the Caribbean,1325 – Tenochtitlan founded by the Mexica (Aztecs).
Historical event,North America excluding the Caribbean,"1428 – Aztec Triple Alliance formed (Tenochtitlan, Texcoco, Tlacopan)."
Historical event,North America excluding the Caribbean,c. 1450 – Haudenosaunee (Iroquois) Confederacy established in the Northeast.
Historical event,North America excluding the Caribbean,1497 – John Cabot (Giovanni Caboto) reaches Newfoundland for England.
Historical event,North America excluding the Caribbean,1513 – Vasco Núñez de Balboa crosses the Isthmus of Panama to the Pacific.
Historical event,North America excluding the Caribbean,1519–1521 – Hernán Cortés conquers the Aztec Empire; Tenochtitlan falls.
Historical event,North America excluding the Caribbean,1524 – Pedro de Alvarado defeats K’iche’ Maya; Spanish rule expands in Guatemala.
Historical event,North America excluding the Caribbean,1535 – Viceroyalty of New Spain established with capital at Mexico City.
Historical event,North America excluding the Caribbean,1539–1542 – Hernando de Soto expedition traverses the U.S. Southeast.
Historical event,North America excluding the Caribbean,1540–1542 – Francisco Vázquez de Coronado explores the Southwest and Great Plains.
Historical event,North America excluding the Caribbean,1542–1543 – Juan Rodríguez Cabrillo and Bartolomé Ferrer explore California coast.
Historical event,North America excluding the Caribbean,1565 – St. Augustine (Florida) founded by the Spanish.
Historical event,North America excluding the Caribbean,1585–1587 – Roanoke Colony established and lost (North Carolina).
Historical event,North America excluding the Caribbean,"1607 – Jamestown founded, first permanent English colony in North America."
Historical event,North America excluding the Caribbean,1608 – Samuel de Champlain founds Quebec City (New France).
Historical event,North America excluding the Caribbean,1610 – Santa Fe established as Spanish capital of New Mexico.
Historical event,North America excluding the Caribbean,1619 – First recorded Africans arrive in English Virginia; first colonial assembly meets.
Historical event,North America excluding the Caribbean,1620 – Pilgrims land at Plymouth; Mayflower Compact signed.
Historical event,North America excluding the Caribbean,1625 – Dutch consolidate New Amsterdam (lower Manhattan).
Historical event,North America excluding the Caribbean,1637 – Pequot War culminates in Mystic massacre (New England).
Historical event,North America excluding the Caribbean,1649 – Maryland Toleration Act grants limited religious freedom to Christians.
Historical event,North America excluding the Caribbean,"1670 – Hudson’s Bay Company receives charter, reshaping fur trade (Canada)."
Historical event,North America excluding the Caribbean,1675–1676 – King Philip’s War ravages New England.
Historical event,North America excluding the Caribbean,1680 – Pueblo Revolt drives Spaniards from New Mexico for over a decade.
Historical event,North America excluding the Caribbean,1682 – La Salle claims Louisiana for France at the Mississippi delta.
